# Created from running fit_sim_data_1.py with the --optimize_trna_charging_kinetics option, on Sat Sep 10 22:12:55 2022.
"synthetase_id"	"sweep_level"	"iteration"	"objective"	"k_cat (1/units.s)"	"K_M_amino_acid (units.umol/units.L)"	"K_M_trna"	"f_free"	"f_free_at_min"
"METG-CPLX[c]"	2	19	3.0978486633692227e-07	620.0854167088972	39.159294754472434	{"metT-tRNA[c]": 17.52223398790281, "metU-tRNA[c]": 17.52223398790281, "RNA0-306[c]": 205.43666382563683, "metY-tRNA[c]": 205.43666382563683, "metZ-tRNA[c]": 205.43666382563683, "metW-tRNA[c]": 205.43666382563683}	{"metT-tRNA[c]__basal": 0.1116269896581632, "metU-tRNA[c]__basal": 0.1116269896581632, "RNA0-306[c]__basal": 0.10047542513402145, "metY-tRNA[c]__basal": 0.10047542513402145, "metZ-tRNA[c]__basal": 0.10047542513402145, "metW-tRNA[c]__basal": 0.10047542513402145, "metT-tRNA[c]__with_aa": 0.13257795114653456, "metU-tRNA[c]__with_aa": 0.13257795114653456, "RNA0-306[c]__with_aa": 0.11991927682792769, "metY-tRNA[c]__with_aa": 0.11991927682792769, "metZ-tRNA[c]__with_aa": 0.11991927682792769, "metW-tRNA[c]__with_aa": 0.11991927682792769}	{"metT-tRNA[c]__basal": 0.5744836556995595, "metU-tRNA[c]__basal": 0.5744836556995595, "RNA0-306[c]__basal": 0.5170923010103774, "metY-tRNA[c]__basal": 0.5170923010103774, "metZ-tRNA[c]__basal": 0.5170923010103774, "metW-tRNA[c]__basal": 0.5170923010103774, "metT-tRNA[c]__with_aa": 0.5624064960877705, "metU-tRNA[c]__with_aa": 0.5624064960877705, "RNA0-306[c]__with_aa": 0.508722109634436, "metY-tRNA[c]__with_aa": 0.508722109634436, "metZ-tRNA[c]__with_aa": 0.508722109634436, "metW-tRNA[c]__with_aa": 0.508722109634436}
"METG-CPLX[c]"	2	23	5.984394808140388e-07	140.99488524273355	30.44792737112359	{"metT-tRNA[c]": 1.9136412624866574, "metU-tRNA[c]": 1.9136412624866574, "RNA0-306[c]": 41.20570282421071, "metY-tRNA[c]": 41.20570282421071, "metZ-tRNA[c]": 41.20570282421071, "metW-tRNA[c]": 41.20570282421071}	{"metT-tRNA[c]__basal": 0.054048449332512204, "metU-tRNA[c]__basal": 0.054048449332512204, "RNA0-306[c]__basal": 0.0893456364331225, "metY-tRNA[c]__basal": 0.0893456364331225, "metZ-tRNA[c]__basal": 0.0893456364331225, "metW-tRNA[c]__basal": 0.0893456364331225, "metT-tRNA[c]__with_aa": 0.06991621950156393, "metU-tRNA[c]__with_aa": 0.06991621950156393, "RNA0-306[c]__with_aa": 0.11614665339619143, "metY-tRNA[c]__with_aa": 0.11614665339619143, "metZ-tRNA[c]__with_aa": 0.11614665339619143, "metW-tRNA[c]__with_aa": 0.11614665339619143}	{"metT-tRNA[c]__basal": 0.43443272756691004, "metU-tRNA[c]__basal": 0.43443272756691004, "RNA0-306[c]__basal": 0.7181779510223404, "metY-tRNA[c]__basal": 0.7181779510223404, "metZ-tRNA[c]__basal": 0.7181779510223404, "metW-tRNA[c]__basal": 0.7181779510223404, "metT-tRNA[c]__with_aa": 0.5687763479640964, "metU-tRNA[c]__with_aa": 0.5687763479640964, "RNA0-306[c]__with_aa": 0.9448629389242604, "metY-tRNA[c]__with_aa": 0.9448629389242604, "metZ-tRNA[c]__with_aa": 0.9448629389242604, "metW-tRNA[c]__with_aa": 0.9448629389242604}
"METG-CPLX[c]"	2	26	8.106075987970474e-07	1067.5761310339374	36.81042964759126	{"metT-tRNA[c]": 44.06817565957597, "metU-tRNA[c]": 44.06817565957597, "RNA0-306[c]": 672.1219660073752, "metY-tRNA[c]": 672.1219660073752, "metZ-tRNA[c]": 672.1219660073752, "metW-tRNA[c]": 672.1219660073752}	{"metT-tRNA[c]__basal": 0.15811705642532084, "metU-tRNA[c]__basal": 0.15811705642532084, "RNA0-306[c]__basal": 0.18514042335576503, "metY-tRNA[c]__basal": 0.18514042335576503, "metZ-tRNA[c]__basal": 0.18514042335576503, "metW-tRNA[c]__basal": 0.18514042335576503, "metT-tRNA[c]__with_aa": 0.18819733024146804, "metU-tRNA[c]__with_aa": 0.18819733024146804, "RNA0-306[c]__with_aa": 0.22144203671886145, "metY-tRNA[c]__with_aa": 0.22144203671886145, "metZ-tRNA[c]__with_aa": 0.22144203671886145, "metW-tRNA[c]__with_aa": 0.22144203671886145}	{"metT-tRNA[c]__basal": 0.7781185991859536, "metU-tRNA[c]__basal": 0.7781185991859536, "RNA0-306[c]__basal": 0.9111231374960456, "metY-tRNA[c]__basal": 0.9111231374960456, "metZ-tRNA[c]__basal": 0.9111231374960456, "metW-tRNA[c]__basal": 0.9111231374960456, "metT-tRNA[c]__with_aa": 0.7571526010168974, "metU-tRNA[c]__with_aa": 0.7571526010168974, "RNA0-306[c]__with_aa": 0.8909108682621985, "metY-tRNA[c]__with_aa": 0.8909108682621985, "metZ-tRNA[c]__with_aa": 0.8909108682621985, "metW-tRNA[c]__with_aa": 0.8909108682621985}
"METG-CPLX[c]"	2	27	5.173106247406923e-07	906.3349039096465	63.21905463919506	{"metT-tRNA[c]": 35.227404076366426, "metU-tRNA[c]": 35.227404076366426, "RNA0-306[c]": 374.79580900628656, "metY-tRNA[c]": 374.79580900628656, "metZ-tRNA[c]": 374.79580900628656, "metW-tRNA[c]": 374.79580900628656}	{"metT-tRNA[c]__basal": 0.1833917678463917, "metU-tRNA[c]__basal": 0.1833917678463917, "RNA0-306[c]__basal": 0.1497919620319629, "metY-tRNA[c]__basal": 0.1497919620319629, "metZ-tRNA[c]__basal": 0.1497919620319629, "metW-tRNA[c]__basal": 0.1497919620319629, "metT-tRNA[c]__with_aa": 0.2022342963346924, "metU-tRNA[c]__with_aa": 0.2022342963346924, "RNA0-306[c]__with_aa": 0.16599715548457175, "metY-tRNA[c]__with_aa": 0.16599715548457175, "metZ-tRNA[c]__with_aa": 0.16599715548457175, "metW-tRNA[c]__with_aa": 0.16599715548457175}	{"metT-tRNA[c]__basal": 0.9260886998912261, "metU-tRNA[c]__basal": 0.9260886998912261, "RNA0-306[c]__basal": 0.7564256977957222, "metY-tRNA[c]__basal": 0.7564256977957222, "metZ-tRNA[c]__basal": 0.7564256977957222, "metW-tRNA[c]__basal": 0.7564256977957222, "metT-tRNA[c]__with_aa": 0.8327903283797228, "metU-tRNA[c]__with_aa": 0.8327903283797228, "RNA0-306[c]__with_aa": 0.6835600217881056, "metY-tRNA[c]__with_aa": 0.6835600217881056, "metZ-tRNA[c]__with_aa": 0.6835600217881056, "metW-tRNA[c]__with_aa": 0.6835600217881056}
"METG-CPLX[c]"	2	28	2.3621115130711283e-07	304.16702033987866	41.973551401785976	{"metT-tRNA[c]": 11.215828798294297, "metU-tRNA[c]": 11.215828798294297, "RNA0-306[c]": 102.72375013098898, "metY-tRNA[c]": 102.72375013098898, "metZ-tRNA[c]": 102.72375013098898, "metW-tRNA[c]": 102.72375013098898}	{"metT-tRNA[c]__basal": 0.1533863266700494, "metU-tRNA[c]__basal": 0.1533863266700494, "RNA0-306[c]__basal": 0.10785145097616813, "metY-tRNA[c]__basal": 0.10785145097616813, "metZ-tRNA[c]__basal": 0.10785145097616813, "metW-tRNA[c]__basal": 0.10785145097616813, "metT-tRNA[c]__with_aa": 0.18325599357170222, "metU-tRNA[c]__with_aa": 0.18325599357170222, "RNA0-306[c]__with_aa": 0.12949349064055105, "metY-tRNA[c]__with_aa": 0.12949349064055105, "metZ-tRNA[c]__with_aa": 0.12949349064055105, "metW-tRNA[c]__with_aa": 0.12949349064055105}	{"metT-tRNA[c]__basal": 0.8971926767762488, "metU-tRNA[c]__basal": 0.8971926767762488, "RNA0-306[c]__basal": 0.6308802936020064, "metY-tRNA[c]__basal": 0.6308802936020064, "metZ-tRNA[c]__basal": 0.6308802936020064, "metW-tRNA[c]__basal": 0.6308802936020064, "metT-tRNA[c]__with_aa": 0.909160946425596, "metU-tRNA[c]__with_aa": 0.909160946425596, "RNA0-306[c]__with_aa": 0.6423984024926576, "metY-tRNA[c]__with_aa": 0.6423984024926576, "metZ-tRNA[c]__with_aa": 0.6423984024926576, "metW-tRNA[c]__with_aa": 0.6423984024926576}
"METG-CPLX[c]"	2	29	8.324263525099858e-07	961.2076347829715	27.896405822839366	{"metT-tRNA[c]": 49.307356206045796, "metU-tRNA[c]": 49.307356206045796, "RNA0-306[c]": 647.5526046036296, "metY-tRNA[c]": 647.5526046036296, "metZ-tRNA[c]": 647.5526046036296, "metW-tRNA[c]": 647.5526046036296}	{"metT-tRNA[c]__basal": 0.18172199814399287, "metU-tRNA[c]__basal": 0.18172199814399287, "RNA0-306[c]__basal": 0.18321890963937718, "metY-tRNA[c]__basal": 0.18321890963937718, "metZ-tRNA[c]__basal": 0.18321890963937718, "metW-tRNA[c]__basal": 0.18321890963937718, "metT-tRNA[c]__with_aa": 0.22370694726873844, "metU-tRNA[c]__with_aa": 0.22370694726873844, "RNA0-306[c]__with_aa": 0.22665744620652764, "metY-tRNA[c]__with_aa": 0.22665744620652764, "metZ-tRNA[c]__with_aa": 0.22665744620652764, "metW-tRNA[c]__with_aa": 0.22665744620652764}	{"metT-tRNA[c]__basal": 0.8956443634898403, "metU-tRNA[c]__basal": 0.8956443634898403, "RNA0-306[c]__basal": 0.9030285761694267, "metY-tRNA[c]__basal": 0.9030285761694267, "metZ-tRNA[c]__basal": 0.9030285761694267, "metW-tRNA[c]__basal": 0.9030285761694267, "metT-tRNA[c]__with_aa": 0.9038167956562847, "metU-tRNA[c]__with_aa": 0.9038167956562847, "RNA0-306[c]__with_aa": 0.9157333379441315, "metY-tRNA[c]__with_aa": 0.9157333379441315, "metZ-tRNA[c]__with_aa": 0.9157333379441315, "metW-tRNA[c]__with_aa": 0.9157333379441315}
"METG-CPLX[c]"	2	30	2.384741812291288e-07	265.62410487163356	50.3490683548691	{"metT-tRNA[c]": 4.673288607205036, "metU-tRNA[c]": 4.673288607205036, "RNA0-306[c]": 108.22365899574051, "metY-tRNA[c]": 108.22365899574051, "metZ-tRNA[c]": 108.22365899574051, "metW-tRNA[c]": 108.22365899574051}	{"metT-tRNA[c]__basal": 0.07914784529786514, "metU-tRNA[c]__basal": 0.07914784529786514, "RNA0-306[c]__basal": 0.14071075468867658, "metY-tRNA[c]__basal": 0.14071075468867658, "metZ-tRNA[c]__basal": 0.14071075468867658, "metW-tRNA[c]__basal": 0.14071075468867658, "metT-tRNA[c]__with_aa": 0.09256259743024538, "metU-tRNA[c]__with_aa": 0.09256259743024538, "RNA0-306[c]__with_aa": 0.1653716629586906, "metY-tRNA[c]__with_aa": 0.1653716629586906, "metZ-tRNA[c]__with_aa": 0.1653716629586906, "metW-tRNA[c]__with_aa": 0.1653716629586906}	{"metT-tRNA[c]__basal": 0.49297017218837064, "metU-tRNA[c]__basal": 0.49297017218837064, "RNA0-306[c]__basal": 0.8764646575035211, "metY-tRNA[c]__basal": 0.8764646575035211, "metZ-tRNA[c]__basal": 0.8764646575035211, "metW-tRNA[c]__basal": 0.8764646575035211, "metT-tRNA[c]__with_aa": 0.4921879957627717, "metU-tRNA[c]__with_aa": 0.4921879957627717, "RNA0-306[c]__with_aa": 0.879332086855963, "metY-tRNA[c]__with_aa": 0.879332086855963, "metZ-tRNA[c]__with_aa": 0.879332086855963, "metW-tRNA[c]__with_aa": 0.879332086855963}
"METG-CPLX[c]"	2	32	8.87349131713677e-07	1125.7767992521651	114.20498521463588	{"metT-tRNA[c]": 32.76403977858854, "metU-tRNA[c]": 32.76403977858854, "RNA0-306[c]": 400.98565795682674, "metY-tRNA[c]": 400.98565795682674, "metZ-tRNA[c]": 400.98565795682674, "metW-tRNA[c]": 400.98565795682674}	{"metT-tRNA[c]__basal": 0.18616477020195746, "metU-tRNA[c]__basal": 0.18616477020195746, "RNA0-306[c]__basal": 0.17491520862050575, "metY-tRNA[c]__basal": 0.17491520862050575, "metZ-tRNA[c]__basal": 0.17491520862050575, "metW-tRNA[c]__basal": 0.17491520862050575, "metT-tRNA[c]__with_aa": 0.1855884306087298, "metU-tRNA[c]__with_aa": 0.1855884306087298, "RNA0-306[c]__with_aa": 0.17522553891491108, "metY-tRNA[c]__with_aa": 0.17522553891491108, "metZ-tRNA[c]__with_aa": 0.17522553891491108, "metW-tRNA[c]__with_aa": 0.17522553891491108}	{"metT-tRNA[c]__basal": 0.9473445167445808, "metU-tRNA[c]__basal": 0.9473445167445808, "RNA0-306[c]__basal": 0.8901329631843168, "metY-tRNA[c]__basal": 0.8901329631843168, "metZ-tRNA[c]__basal": 0.8901329631843168, "metW-tRNA[c]__basal": 0.8901329631843168, "metT-tRNA[c]__with_aa": 0.7633204158965792, "metU-tRNA[c]__with_aa": 0.7633204158965792, "RNA0-306[c]__with_aa": 0.7207380683977969, "metY-tRNA[c]__with_aa": 0.7207380683977969, "metZ-tRNA[c]__with_aa": 0.7207380683977969, "metW-tRNA[c]__with_aa": 0.7207380683977969}
"METG-CPLX[c]"	2	33	4.1161961785347587e-07	406.4753600023846	3.91341457306492	{"metT-tRNA[c]": 21.62202792065995, "metU-tRNA[c]": 21.62202792065995, "RNA0-306[c]": 279.3955482097536, "metY-tRNA[c]": 279.3955482097536, "metZ-tRNA[c]": 279.3955482097536, "metW-tRNA[c]": 279.3955482097536}	{"metT-tRNA[c]__basal": 0.14888687034001985, "metU-tRNA[c]__basal": 0.14888687034001985, "RNA0-306[c]__basal": 0.14769583304747322, "metY-tRNA[c]__basal": 0.14769583304747322, "metZ-tRNA[c]__basal": 0.14769583304747322, "metW-tRNA[c]__basal": 0.14769583304747322, "metT-tRNA[c]__with_aa": 0.20807281910124925, "metU-tRNA[c]__with_aa": 0.20807281910124925, "RNA0-306[c]__with_aa": 0.20742914873186544, "metY-tRNA[c]__with_aa": 0.20742914873186544, "metZ-tRNA[c]__with_aa": 0.20742914873186544, "metW-tRNA[c]__with_aa": 0.20742914873186544}	{"metT-tRNA[c]__basal": 0.7727738534697035, "metU-tRNA[c]__basal": 0.7727738534697035, "RNA0-306[c]__basal": 0.7666209820621144, "metY-tRNA[c]__basal": 0.7666209820621144, "metZ-tRNA[c]__basal": 0.7666209820621144, "metW-tRNA[c]__basal": 0.7666209820621144, "metT-tRNA[c]__with_aa": 0.9137379306199899, "metU-tRNA[c]__with_aa": 0.9137379306199899, "RNA0-306[c]__with_aa": 0.9108882579778003, "metY-tRNA[c]__with_aa": 0.9108882579778003, "metZ-tRNA[c]__with_aa": 0.9108882579778003, "metW-tRNA[c]__with_aa": 0.9108882579778003}
"METG-CPLX[c]"	2	35	2.8730855132721315e-07	286.7575730468634	18.700766308724372	{"metT-tRNA[c]": 12.279778719318864, "metU-tRNA[c]": 12.279778719318864, "RNA0-306[c]": 159.58057960100766, "metY-tRNA[c]": 159.58057960100766, "metZ-tRNA[c]": 159.58057960100766, "metW-tRNA[c]": 159.58057960100766}	{"metT-tRNA[c]__basal": 0.1433550416235448, "metU-tRNA[c]__basal": 0.1433550416235448, "RNA0-306[c]__basal": 0.14302313676730455, "metY-tRNA[c]__basal": 0.14302313676730455, "metZ-tRNA[c]__basal": 0.14302313676730455, "metW-tRNA[c]__basal": 0.14302313676730455, "metT-tRNA[c]__with_aa": 0.18760586700655346, "metU-tRNA[c]__with_aa": 0.18760586700655346, "RNA0-306[c]__with_aa": 0.18808635563436843, "metY-tRNA[c]__with_aa": 0.18808635563436843, "metZ-tRNA[c]__with_aa": 0.18808635563436843, "metW-tRNA[c]__with_aa": 0.18808635563436843}	{"metT-tRNA[c]__basal": 0.808258505826056, "metU-tRNA[c]__basal": 0.808258505826056, "RNA0-306[c]__basal": 0.8063909368302472, "metY-tRNA[c]__basal": 0.8063909368302472, "metZ-tRNA[c]__basal": 0.8063909368302472, "metW-tRNA[c]__basal": 0.8063909368302472, "metT-tRNA[c]__with_aa": 0.9120357716769673, "metU-tRNA[c]__with_aa": 0.9120357716769673, "RNA0-306[c]__with_aa": 0.9143853144131973, "metY-tRNA[c]__with_aa": 0.9143853144131973, "metZ-tRNA[c]__with_aa": 0.9143853144131973, "metW-tRNA[c]__with_aa": 0.9143853144131973}
"METG-CPLX[c]"	2	36	4.0548391026376156e-07	405.66998203038514	18.31596847479456	{"metT-tRNA[c]": 17.990103564057208, "metU-tRNA[c]": 17.990103564057208, "RNA0-306[c]": 257.3547568013561, "metY-tRNA[c]": 257.3547568013561, "metZ-tRNA[c]": 257.3547568013561, "metW-tRNA[c]": 257.3547568013561}	{"metT-tRNA[c]__basal": 0.14583267358121152, "metU-tRNA[c]__basal": 0.14583267358121152, "RNA0-306[c]__basal": 0.16015730595803004, "metY-tRNA[c]__basal": 0.16015730595803004, "metZ-tRNA[c]__basal": 0.16015730595803004, "metW-tRNA[c]__basal": 0.16015730595803004, "metT-tRNA[c]__with_aa": 0.18935329815799787, "metU-tRNA[c]__with_aa": 0.18935329815799787, "RNA0-306[c]__with_aa": 0.20897776371156598, "metY-tRNA[c]__with_aa": 0.20897776371156598, "metZ-tRNA[c]__with_aa": 0.20897776371156598, "metW-tRNA[c]__with_aa": 0.20897776371156598}	{"metT-tRNA[c]__basal": 0.7725946020392239, "metU-tRNA[c]__basal": 0.7725946020392239, "RNA0-306[c]__basal": 0.8484902959589862, "metY-tRNA[c]__basal": 0.8484902959589862, "metZ-tRNA[c]__basal": 0.8484902959589862, "metW-tRNA[c]__basal": 0.8484902959589862, "metT-tRNA[c]__with_aa": 0.8445422518705848, "metU-tRNA[c]__with_aa": 0.8445422518705848, "RNA0-306[c]__with_aa": 0.9320633760271981, "metY-tRNA[c]__with_aa": 0.9320633760271981, "metZ-tRNA[c]__with_aa": 0.9320633760271981, "metW-tRNA[c]__with_aa": 0.9320633760271981}
"METG-CPLX[c]"	2	39	2.6335245198455487e-07	291.7651480039287	19.646506815527978	{"metT-tRNA[c]": 12.229179937289912, "metU-tRNA[c]": 12.229179937289912, "RNA0-306[c]": 149.31600338359422, "metY-tRNA[c]": 149.31600338359422, "metZ-tRNA[c]": 149.31600338359422, "metW-tRNA[c]": 149.31600338359422}	{"metT-tRNA[c]__basal": 0.14158107796952582, "metU-tRNA[c]__basal": 0.14158107796952582, "RNA0-306[c]__basal": 0.13272505989672959, "metY-tRNA[c]__basal": 0.13272505989672959, "metZ-tRNA[c]__basal": 0.13272505989672959, "metW-tRNA[c]__basal": 0.13272505989672959, "metT-tRNA[c]__with_aa": 0.18440730698058164, "metU-tRNA[c]__with_aa": 0.18440730698058164, "RNA0-306[c]__with_aa": 0.1737070554351074, "metY-tRNA[c]__with_aa": 0.1737070554351074, "metZ-tRNA[c]__with_aa": 0.1737070554351074, "metW-tRNA[c]__with_aa": 0.1737070554351074}	{"metT-tRNA[c]__basal": 0.7969340981856836, "metU-tRNA[c]__basal": 0.7969340981856836, "RNA0-306[c]__basal": 0.7470067593812423, "metY-tRNA[c]__basal": 0.7470067593812423, "metZ-tRNA[c]__basal": 0.7470067593812423, "metW-tRNA[c]__basal": 0.7470067593812423, "metT-tRNA[c]__with_aa": 0.893141549935672, "metU-tRNA[c]__with_aa": 0.893141549935672, "RNA0-306[c]__with_aa": 0.8413071297908085, "metY-tRNA[c]__with_aa": 0.8413071297908085, "metZ-tRNA[c]__with_aa": 0.8413071297908085, "metW-tRNA[c]__with_aa": 0.8413071297908085}
"METG-CPLX[c]"	2	42	2.6661874833129904e-07	276.8129215693616	10.407695174775387	{"metT-tRNA[c]": 12.179010052216418, "metU-tRNA[c]": 12.179010052216418, "RNA0-306[c]": 154.25594065157262, "metY-tRNA[c]": 154.25594065157262, "metZ-tRNA[c]": 154.25594065157262, "metW-tRNA[c]": 154.25594065157262}	{"metT-tRNA[c]__basal": 0.13473657363639416, "metU-tRNA[c]__basal": 0.13473657363639416, "RNA0-306[c]__basal": 0.13101579258131987, "metY-tRNA[c]__basal": 0.13101579258131987, "metZ-tRNA[c]__basal": 0.13101579258131987, "metW-tRNA[c]__basal": 0.13101579258131987, "metT-tRNA[c]__with_aa": 0.18375019242726734, "metU-tRNA[c]__with_aa": 0.18375019242726734, "RNA0-306[c]__with_aa": 0.17954094444623264, "metY-tRNA[c]__with_aa": 0.17954094444623264, "metZ-tRNA[c]__with_aa": 0.17954094444623264, "metW-tRNA[c]__with_aa": 0.17954094444623264}	{"metT-tRNA[c]__basal": 0.7513722080320764, "metU-tRNA[c]__basal": 0.7513722080320764, "RNA0-306[c]__basal": 0.7306239317004705, "metY-tRNA[c]__basal": 0.7306239317004705, "metZ-tRNA[c]__basal": 0.7306239317004705, "metW-tRNA[c]__basal": 0.7306239317004705, "metT-tRNA[c]__with_aa": 0.8900747568115164, "metU-tRNA[c]__with_aa": 0.8900747568115164, "RNA0-306[c]__with_aa": 0.8697362420194762, "metY-tRNA[c]__with_aa": 0.8697362420194762, "metZ-tRNA[c]__with_aa": 0.8697362420194762, "metW-tRNA[c]__with_aa": 0.8697362420194762}
"METG-CPLX[c]"	2	43	7.660573684206529e-07	1271.4776734852223	140.36951723181292	{"metT-tRNA[c]": 32.57986539496229, "metU-tRNA[c]": 32.57986539496229, "RNA0-306[c]": 388.95555070291067, "metY-tRNA[c]": 388.95555070291067, "metZ-tRNA[c]": 388.95555070291067, "metW-tRNA[c]": 388.95555070291067}	{"metT-tRNA[c]__basal": 0.18587250578111103, "metU-tRNA[c]__basal": 0.18587250578111103, "RNA0-306[c]__basal": 0.17036257611493033, "metY-tRNA[c]__basal": 0.17036257611493033, "metZ-tRNA[c]__basal": 0.17036257611493033, "metW-tRNA[c]__basal": 0.17036257611493033, "metT-tRNA[c]__with_aa": 0.17869294077697626, "metU-tRNA[c]__with_aa": 0.17869294077697626, "RNA0-306[c]__with_aa": 0.16458122985167753, "metY-tRNA[c]__with_aa": 0.16458122985167753, "metZ-tRNA[c]__with_aa": 0.16458122985167753, "metW-tRNA[c]__with_aa": 0.16458122985167753}	{"metT-tRNA[c]__basal": 0.9462405745571605, "metU-tRNA[c]__basal": 0.9462405745571605, "RNA0-306[c]__basal": 0.8672869130654337, "metY-tRNA[c]__basal": 0.8672869130654337, "metZ-tRNA[c]__basal": 0.8672869130654337, "metW-tRNA[c]__basal": 0.8672869130654337, "metT-tRNA[c]__with_aa": 0.7328410960277352, "metU-tRNA[c]__with_aa": 0.7328410960277352, "RNA0-306[c]__with_aa": 0.6749585343915258, "metY-tRNA[c]__with_aa": 0.6749585343915258, "metZ-tRNA[c]__with_aa": 0.6749585343915258, "metW-tRNA[c]__with_aa": 0.6749585343915258}
"METG-CPLX[c]"	2	46	5.949593803076372e-07	879.271365901481	145.24690238318072	{"metT-tRNA[c]": 20.695665678044925, "metU-tRNA[c]": 20.695665678044925, "RNA0-306[c]": 87.77409767966843, "metY-tRNA[c]": 87.77409767966843, "metZ-tRNA[c]": 87.77409767966843, "metW-tRNA[c]": 87.77409767966843}	{"metT-tRNA[c]__basal": 0.17645398725559355, "metU-tRNA[c]__basal": 0.17645398725559355, "RNA0-306[c]__basal": 0.05745300273569295, "metY-tRNA[c]__basal": 0.05745300273569295, "metZ-tRNA[c]__basal": 0.05745300273569295, "metW-tRNA[c]__basal": 0.05745300273569295, "metT-tRNA[c]__with_aa": 0.16909413012414592, "metU-tRNA[c]__with_aa": 0.16909413012414592, "RNA0-306[c]__with_aa": 0.055326746634304334, "metY-tRNA[c]__with_aa": 0.055326746634304334, "metZ-tRNA[c]__with_aa": 0.055326746634304334, "metW-tRNA[c]__with_aa": 0.055326746634304334}	{"metT-tRNA[c]__basal": 0.9414637850097846, "metU-tRNA[c]__basal": 0.9414637850097846, "RNA0-306[c]__basal": 0.30654142270880536, "metY-tRNA[c]__basal": 0.30654142270880536, "metZ-tRNA[c]__basal": 0.30654142270880536, "metW-tRNA[c]__basal": 0.30654142270880536, "metT-tRNA[c]__with_aa": 0.7245815010281493, "metU-tRNA[c]__with_aa": 0.7245815010281493, "RNA0-306[c]__with_aa": 0.23707492238415567, "metY-tRNA[c]__with_aa": 0.23707492238415567, "metZ-tRNA[c]__with_aa": 0.23707492238415567, "metW-tRNA[c]__with_aa": 0.23707492238415567}
"METG-CPLX[c]"	2	48	4.1722153073748974e-07	231.01250705439918	66.63090427676794	{"metT-tRNA[c]": 5.986318911853927, "metU-tRNA[c]": 5.986318911853927, "RNA0-306[c]": 78.89157900799482, "metY-tRNA[c]": 78.89157900799482, "metZ-tRNA[c]": 78.89157900799482, "metW-tRNA[c]": 78.89157900799482}	{"metT-tRNA[c]__basal": 0.13370061411130457, "metU-tRNA[c]__basal": 0.13370061411130457, "RNA0-306[c]__basal": 0.13527350694201976, "metY-tRNA[c]__basal": 0.13527350694201976, "metZ-tRNA[c]__basal": 0.13527350694201976, "metW-tRNA[c]__basal": 0.13527350694201976, "metT-tRNA[c]__with_aa": 0.15052572592081387, "metU-tRNA[c]__with_aa": 0.15052572592081387, "RNA0-306[c]__with_aa": 0.1530407972276893, "metY-tRNA[c]__with_aa": 0.1530407972276893, "metZ-tRNA[c]__with_aa": 0.1530407972276893, "metW-tRNA[c]__with_aa": 0.1530407972276893}	{"metT-tRNA[c]__basal": 0.9330451357248019, "metU-tRNA[c]__basal": 0.9330451357248019, "RNA0-306[c]__basal": 0.9439956401212949, "metY-tRNA[c]__basal": 0.9439956401212949, "metZ-tRNA[c]__basal": 0.9439956401212949, "metW-tRNA[c]__basal": 0.9439956401212949, "metT-tRNA[c]__with_aa": 0.8998505013145922, "metU-tRNA[c]__with_aa": 0.8998505013145922, "RNA0-306[c]__with_aa": 0.9149029502234619, "metY-tRNA[c]__with_aa": 0.9149029502234619, "metZ-tRNA[c]__with_aa": 0.9149029502234619, "metW-tRNA[c]__with_aa": 0.9149029502234619}
"METG-CPLX[c]"	2	49	6.854389128809943e-07	1568.619159746159	128.502669498656	{"metT-tRNA[c]": 42.45952730047229, "metU-tRNA[c]": 42.45952730047229, "RNA0-306[c]": 517.8238539891539, "metY-tRNA[c]": 517.8238539891539, "metZ-tRNA[c]": 517.8238539891539, "metW-tRNA[c]": 517.8238539891539}	{"metT-tRNA[c]__basal": 0.1848337051890336, "metU-tRNA[c]__basal": 0.1848337051890336, "RNA0-306[c]__basal": 0.1730584031032607, "metY-tRNA[c]__basal": 0.1730584031032607, "metZ-tRNA[c]__basal": 0.1730584031032607, "metW-tRNA[c]__basal": 0.1730584031032607, "metT-tRNA[c]__with_aa": 0.18020741181088626, "metU-tRNA[c]__with_aa": 0.18020741181088626, "RNA0-306[c]__with_aa": 0.16955358447386162, "metY-tRNA[c]__with_aa": 0.16955358447386162, "metZ-tRNA[c]__with_aa": 0.16955358447386162, "metW-tRNA[c]__with_aa": 0.16955358447386162}	{"metT-tRNA[c]__basal": 0.9206924437250826, "metU-tRNA[c]__basal": 0.9206924437250826, "RNA0-306[c]__basal": 0.8620078175468182, "metY-tRNA[c]__basal": 0.8620078175468182, "metZ-tRNA[c]__basal": 0.8620078175468182, "metW-tRNA[c]__basal": 0.8620078175468182, "metT-tRNA[c]__with_aa": 0.7246471510420366, "metU-tRNA[c]__with_aa": 0.7246471510420366, "RNA0-306[c]__with_aa": 0.6818083454499838, "metY-tRNA[c]__with_aa": 0.6818083454499838, "metZ-tRNA[c]__with_aa": 0.6818083454499838, "metW-tRNA[c]__with_aa": 0.6818083454499838}
