# Created from running fit_sim_data_1.py with the --optimize_trna_charging_kinetics option, on Sat Sep 10 22:12:55 2022.
"synthetase_id"	"sweep_level"	"iteration"	"objective"	"k_cat (1/units.s)"	"K_M_amino_acid (units.umol/units.L)"	"K_M_trna"	"f_free"	"f_free_at_min"
"ALAS-CPLX[c]"	5	3	1.2013291602563833e-07	239.22309280443835	898.4925333939287	{"alaT-tRNA[c]": 9.526255924955565, "alaU-tRNA[c]": 9.526255924955565, "alaV-tRNA[c]": 9.526255924955565, "alaW-tRNA[c]": 2.2505792829992033, "alaX-tRNA[c]": 2.2505792829992033}	{"alaT-tRNA[c]__basal": 0.18323931726606105, "alaU-tRNA[c]__basal": 0.18323931726606105, "alaV-tRNA[c]__basal": 0.18323931726606105, "alaW-tRNA[c]__basal": 0.23884150205275678, "alaX-tRNA[c]__basal": 0.23884150205275678, "alaT-tRNA[c]__with_aa": 0.21041281921472216, "alaU-tRNA[c]__with_aa": 0.21041281921472216, "alaV-tRNA[c]__with_aa": 0.21041281921472216, "alaW-tRNA[c]__with_aa": 0.28400059105221603, "alaX-tRNA[c]__with_aa": 0.28400059105221603}	{"alaT-tRNA[c]__basal": 0.4163570746210987, "alaU-tRNA[c]__basal": 0.4163570746210987, "alaV-tRNA[c]__basal": 0.4163570746210987, "alaW-tRNA[c]__basal": 0.5426530126506909, "alaX-tRNA[c]__basal": 0.5426530126506909, "alaT-tRNA[c]__with_aa": 0.6900965545768789, "alaU-tRNA[c]__with_aa": 0.6900965545768789, "alaV-tRNA[c]__with_aa": 0.6900965545768789, "alaW-tRNA[c]__with_aa": 0.931434949279424, "alaX-tRNA[c]__with_aa": 0.931434949279424}
"ALAS-CPLX[c]"	5	4	2.968013518156136e-07	1414.962127586833	1756.4423121001323	{"alaT-tRNA[c]": 179.0766937707921, "alaU-tRNA[c]": 179.0766937707921, "alaV-tRNA[c]": 179.0766937707921, "alaW-tRNA[c]": 23.962531034472384, "alaX-tRNA[c]": 23.962531034472384}	{"alaT-tRNA[c]__basal": 0.5694902302424528, "alaU-tRNA[c]__basal": 0.5694902302424528, "alaV-tRNA[c]__basal": 0.5694902302424528, "alaW-tRNA[c]__basal": 0.4204053078645607, "alaX-tRNA[c]__basal": 0.4204053078645607, "alaT-tRNA[c]__with_aa": 0.510079691150499, "alaU-tRNA[c]__with_aa": 0.510079691150499, "alaV-tRNA[c]__with_aa": 0.510079691150499, "alaW-tRNA[c]__with_aa": 0.38997518737312403, "alaX-tRNA[c]__with_aa": 0.38997518737312403}	{"alaT-tRNA[c]__basal": 0.9243845962497171, "alaU-tRNA[c]__basal": 0.9243845962497171, "alaV-tRNA[c]__basal": 0.9243845962497171, "alaW-tRNA[c]__basal": 0.6823756378097976, "alaX-tRNA[c]__basal": 0.6823756378097976, "alaT-tRNA[c]__with_aa": 0.8736895444531957, "alaU-tRNA[c]__with_aa": 0.8736895444531957, "alaV-tRNA[c]__with_aa": 0.8736895444531957, "alaW-tRNA[c]__with_aa": 0.6679400880931926, "alaX-tRNA[c]__with_aa": 0.6679400880931926}
"ALAS-CPLX[c]"	5	5	6.635626302075097e-07	3642.8957010146073	1775.1943943608073	{"alaT-tRNA[c]": 486.4799204895752, "alaU-tRNA[c]": 486.4799204895752, "alaV-tRNA[c]": 486.4799204895752, "alaW-tRNA[c]": 89.0732021261656, "alaX-tRNA[c]": 89.0732021261656}	{"alaT-tRNA[c]__basal": 0.5701718801931814, "alaU-tRNA[c]__basal": 0.5701718801931814, "alaV-tRNA[c]__basal": 0.5701718801931814, "alaW-tRNA[c]__basal": 0.575939878947017, "alaX-tRNA[c]__basal": 0.575939878947017, "alaT-tRNA[c]__with_aa": 0.5067288943853768, "alaU-tRNA[c]__with_aa": 0.5067288943853768, "alaV-tRNA[c]__with_aa": 0.5067288943853768, "alaW-tRNA[c]__with_aa": 0.5300844162198435, "alaX-tRNA[c]__with_aa": 0.5300844162198435}	{"alaT-tRNA[c]__basal": 0.893594564396874, "alaU-tRNA[c]__basal": 0.893594564396874, "alaV-tRNA[c]__basal": 0.893594564396874, "alaW-tRNA[c]__basal": 0.9026238448693404, "alaX-tRNA[c]__basal": 0.9026238448693404, "alaT-tRNA[c]__with_aa": 0.8306661686504845, "alaU-tRNA[c]__with_aa": 0.8306661686504845, "alaV-tRNA[c]__with_aa": 0.8306661686504845, "alaW-tRNA[c]__with_aa": 0.8688887528324879, "alaX-tRNA[c]__with_aa": 0.8688887528324879}
"ALAS-CPLX[c]"	5	6	1.2590569479890707e-07	451.3344588085981	1620.5020977505988	{"alaT-tRNA[c]": 38.26107761872882, "alaU-tRNA[c]": 38.26107761872882, "alaV-tRNA[c]": 38.26107761872882, "alaW-tRNA[c]": 3.997664360490641, "alaX-tRNA[c]": 3.997664360490641}	{"alaT-tRNA[c]__basal": 0.45330711205344537, "alaU-tRNA[c]__basal": 0.45330711205344537, "alaV-tRNA[c]__basal": 0.45330711205344537, "alaW-tRNA[c]__basal": 0.261287487954649, "alaX-tRNA[c]__basal": 0.261287487954649, "alaT-tRNA[c]__with_aa": 0.4249866548359817, "alaU-tRNA[c]__with_aa": 0.4249866548359817, "alaV-tRNA[c]__with_aa": 0.4249866548359817, "alaW-tRNA[c]__with_aa": 0.2536912204386822, "alaX-tRNA[c]__with_aa": 0.2536912204386822}	{"alaT-tRNA[c]__basal": 0.8699249620381903, "alaU-tRNA[c]__basal": 0.8699249620381903, "alaV-tRNA[c]__basal": 0.8699249620381903, "alaW-tRNA[c]__basal": 0.5014362046690113, "alaX-tRNA[c]__basal": 0.5014362046690113, "alaT-tRNA[c]__with_aa": 0.9157915290562255, "alaU-tRNA[c]__with_aa": 0.9157915290562255, "alaV-tRNA[c]__with_aa": 0.9157915290562255, "alaW-tRNA[c]__with_aa": 0.5466743445094737, "alaX-tRNA[c]__with_aa": 0.5466743445094737}
"ALAS-CPLX[c]"	5	7	1.0296216912062456e-07	357.16851332853054	1157.9917152669548	{"alaT-tRNA[c]": 21.698659359266266, "alaU-tRNA[c]": 21.698659359266266, "alaV-tRNA[c]": 21.698659359266266, "alaW-tRNA[c]": 5.406762379699246, "alaX-tRNA[c]": 5.406762379699246}	{"alaT-tRNA[c]__basal": 0.27507035851684514, "alaU-tRNA[c]__basal": 0.27507035851684514, "alaV-tRNA[c]__basal": 0.27507035851684514, "alaW-tRNA[c]__basal": 0.3781105655219942, "alaX-tRNA[c]__basal": 0.3781105655219942, "alaT-tRNA[c]__with_aa": 0.2815401146178361, "alaU-tRNA[c]__with_aa": 0.2815401146178361, "alaV-tRNA[c]__with_aa": 0.2815401146178361, "alaW-tRNA[c]__with_aa": 0.40078226486751933, "alaX-tRNA[c]__with_aa": 0.40078226486751933}	{"alaT-tRNA[c]__basal": 0.5372399998486653, "alaU-tRNA[c]__basal": 0.5372399998486653, "alaV-tRNA[c]__basal": 0.5372399998486653, "alaW-tRNA[c]__basal": 0.7385003484882062, "alaX-tRNA[c]__basal": 0.7385003484882062, "alaT-tRNA[c]__with_aa": 0.6442639703069487, "alaU-tRNA[c]__with_aa": 0.6442639703069487, "alaV-tRNA[c]__with_aa": 0.6442639703069487, "alaW-tRNA[c]__with_aa": 0.9171344354496894, "alaX-tRNA[c]__with_aa": 0.9171344354496894}
"ALAS-CPLX[c]"	5	8	1.2446832499435565e-07	411.3096286574059	1389.5609350697785	{"alaT-tRNA[c]": 35.96781678647607, "alaU-tRNA[c]": 35.96781678647607, "alaV-tRNA[c]": 35.96781678647607, "alaW-tRNA[c]": 6.02086380814064, "alaX-tRNA[c]": 6.02086380814064}	{"alaT-tRNA[c]__basal": 0.42888835780186735, "alaU-tRNA[c]__basal": 0.42888835780186735, "alaV-tRNA[c]__basal": 0.42888835780186735, "alaW-tRNA[c]__basal": 0.39608758868462457, "alaX-tRNA[c]__basal": 0.39608758868462457, "alaT-tRNA[c]__with_aa": 0.417777472262535, "alaU-tRNA[c]__with_aa": 0.417777472262535, "alaV-tRNA[c]__with_aa": 0.417777472262535, "alaW-tRNA[c]__with_aa": 0.399539449465869, "alaX-tRNA[c]__with_aa": 0.399539449465869}	{"alaT-tRNA[c]__basal": 0.8243829127203018, "alaU-tRNA[c]__basal": 0.8243829127203018, "alaV-tRNA[c]__basal": 0.8243829127203018, "alaW-tRNA[c]__basal": 0.7613276473589166, "alaX-tRNA[c]__basal": 0.7613276473589166, "alaT-tRNA[c]__with_aa": 0.9147487595840882, "alaU-tRNA[c]__with_aa": 0.9147487595840882, "alaV-tRNA[c]__with_aa": 0.9147487595840882, "alaW-tRNA[c]__with_aa": 0.8748304024622177, "alaX-tRNA[c]__with_aa": 0.8748304024622177}
"ALAS-CPLX[c]"	5	9	2.3311008775443176e-07	1002.1290424565407	1906.754038513231	{"alaT-tRNA[c]": 107.43655018081357, "alaU-tRNA[c]": 107.43655018081357, "alaV-tRNA[c]": 107.43655018081357, "alaW-tRNA[c]": 19.958647503800556, "alaX-tRNA[c]": 19.958647503800556}	{"alaT-tRNA[c]__basal": 0.5335427284731946, "alaU-tRNA[c]__basal": 0.5335427284731946, "alaV-tRNA[c]__basal": 0.5335427284731946, "alaW-tRNA[c]__basal": 0.5468241029111048, "alaX-tRNA[c]__basal": 0.5468241029111048, "alaT-tRNA[c]__with_aa": 0.4726338074897667, "alaU-tRNA[c]__with_aa": 0.4726338074897667, "alaV-tRNA[c]__with_aa": 0.4726338074897667, "alaW-tRNA[c]__with_aa": 0.5016055647776289, "alaX-tRNA[c]__with_aa": 0.5016055647776289}	{"alaT-tRNA[c]__basal": 0.8944557457741783, "alaU-tRNA[c]__basal": 0.8944557457741783, "alaV-tRNA[c]__basal": 0.8944557457741783, "alaW-tRNA[c]__basal": 0.9167013815030894, "alaX-tRNA[c]__basal": 0.9167013815030894, "alaT-tRNA[c]__with_aa": 0.8418865884598485, "alaU-tRNA[c]__with_aa": 0.8418865884598485, "alaV-tRNA[c]__with_aa": 0.8418865884598485, "alaW-tRNA[c]__with_aa": 0.8935570957501472, "alaX-tRNA[c]__with_aa": 0.8935570957501472}
"ALAS-CPLX[c]"	5	10	8.527760185766732e-07	4659.961991373985	1489.3242260988147	{"alaT-tRNA[c]": 683.000948521197, "alaU-tRNA[c]": 683.000948521197, "alaV-tRNA[c]": 683.000948521197, "alaW-tRNA[c]": 105.96350588640297, "alaX-tRNA[c]": 105.96350588640297}	{"alaT-tRNA[c]__basal": 0.5578151509004786, "alaU-tRNA[c]__basal": 0.5578151509004786, "alaV-tRNA[c]__basal": 0.5578151509004786, "alaW-tRNA[c]__basal": 0.4774433217967837, "alaX-tRNA[c]__basal": 0.4774433217967837, "alaT-tRNA[c]__with_aa": 0.5108317228335572, "alaU-tRNA[c]__with_aa": 0.5108317228335572, "alaV-tRNA[c]__with_aa": 0.5108317228335572, "alaW-tRNA[c]__with_aa": 0.452802294785974, "alaX-tRNA[c]__with_aa": 0.452802294785974}	{"alaT-tRNA[c]__basal": 0.8689446379546217, "alaU-tRNA[c]__basal": 0.8689446379546217, "alaV-tRNA[c]__basal": 0.8689446379546217, "alaW-tRNA[c]__basal": 0.7437148673927005, "alaX-tRNA[c]__basal": 0.7437148673927005, "alaT-tRNA[c]__with_aa": 0.8315670444996676, "alaU-tRNA[c]__with_aa": 0.8315670444996676, "alaV-tRNA[c]__with_aa": 0.8315670444996676, "alaW-tRNA[c]__with_aa": 0.7371017948951822, "alaX-tRNA[c]__with_aa": 0.7371017948951822}
"ALAS-CPLX[c]"	5	11	3.0368536354359e-07	1365.611431758678	1622.9039723124088	{"alaT-tRNA[c]": 180.04187652873745, "alaU-tRNA[c]": 180.04187652873745, "alaV-tRNA[c]": 180.04187652873745, "alaW-tRNA[c]": 30.268606067847323, "alaX-tRNA[c]": 30.268606067847323}	{"alaT-tRNA[c]__basal": 0.5650015191890451, "alaU-tRNA[c]__basal": 0.5650015191890451, "alaV-tRNA[c]__basal": 0.5650015191890451, "alaW-tRNA[c]__basal": 0.5240166999073941, "alaX-tRNA[c]__basal": 0.5240166999073941, "alaT-tRNA[c]__with_aa": 0.5136681260504672, "alaU-tRNA[c]__with_aa": 0.5136681260504672, "alaV-tRNA[c]__with_aa": 0.5136681260504672, "alaW-tRNA[c]__with_aa": 0.49337825974609023, "alaX-tRNA[c]__with_aa": 0.49337825974609023}	{"alaT-tRNA[c]__basal": 0.9163875629468463, "alaU-tRNA[c]__basal": 0.9163875629468463, "alaV-tRNA[c]__basal": 0.9163875629468463, "alaW-tRNA[c]__basal": 0.8499359688780357, "alaX-tRNA[c]__basal": 0.8499359688780357, "alaT-tRNA[c]__with_aa": 0.8798853246912857, "alaU-tRNA[c]__with_aa": 0.8798853246912857, "alaV-tRNA[c]__with_aa": 0.8798853246912857, "alaW-tRNA[c]__with_aa": 0.8451448820440336, "alaX-tRNA[c]__with_aa": 0.8451448820440336}
"ALAS-CPLX[c]"	5	12	1.1116841394398071e-07	296.1527684683716	498.91448880205155	{"alaT-tRNA[c]": 24.83343515733843, "alaU-tRNA[c]": 24.83343515733843, "alaV-tRNA[c]": 24.83343515733843, "alaW-tRNA[c]": 5.785259017590441, "alaX-tRNA[c]": 5.785259017590441}	{"alaT-tRNA[c]__basal": 0.2550373773348164, "alaU-tRNA[c]__basal": 0.2550373773348164, "alaV-tRNA[c]__basal": 0.2550373773348164, "alaW-tRNA[c]__basal": 0.3277755390135506, "alaX-tRNA[c]__basal": 0.3277755390135506, "alaT-tRNA[c]__with_aa": 0.3086144095289786, "alaU-tRNA[c]__with_aa": 0.3086144095289786, "alaV-tRNA[c]__with_aa": 0.3086144095289786, "alaW-tRNA[c]__with_aa": 0.4107652174052971, "alaX-tRNA[c]__with_aa": 0.4107652174052971}	{"alaT-tRNA[c]__basal": 0.4737037572438341, "alaU-tRNA[c]__basal": 0.4737037572438341, "alaV-tRNA[c]__basal": 0.4737037572438341, "alaW-tRNA[c]__basal": 0.6088139212862406, "alaX-tRNA[c]__basal": 0.6088139212862406, "alaT-tRNA[c]__with_aa": 0.6936255293117722, "alaU-tRNA[c]__with_aa": 0.6936255293117722, "alaV-tRNA[c]__with_aa": 0.6936255293117722, "alaW-tRNA[c]__with_aa": 0.9232156171235656, "alaX-tRNA[c]__with_aa": 0.9232156171235656}
"ALAS-CPLX[c]"	5	13	2.3079305385383134e-07	1083.1539580645695	1161.3328675315681	{"alaT-tRNA[c]": 157.68725299945785, "alaU-tRNA[c]": 157.68725299945785, "alaV-tRNA[c]": 157.68725299945785, "alaW-tRNA[c]": 15.273291366009104, "alaX-tRNA[c]": 15.273291366009104}	{"alaT-tRNA[c]__basal": 0.5212039251584671, "alaU-tRNA[c]__basal": 0.5212039251584671, "alaV-tRNA[c]__basal": 0.5212039251584671, "alaW-tRNA[c]__basal": 0.27851160430640776, "alaX-tRNA[c]__basal": 0.27851160430640776, "alaT-tRNA[c]__with_aa": 0.5054061844684985, "alaU-tRNA[c]__with_aa": 0.5054061844684985, "alaV-tRNA[c]__with_aa": 0.5054061844684985, "alaW-tRNA[c]__with_aa": 0.2796810629669662, "alaX-tRNA[c]__with_aa": 0.2796810629669662}	{"alaT-tRNA[c]__basal": 0.847899815695231, "alaU-tRNA[c]__basal": 0.847899815695231, "alaV-tRNA[c]__basal": 0.847899815695231, "alaW-tRNA[c]__basal": 0.45309079421750126, "alaX-tRNA[c]__basal": 0.45309079421750126, "alaT-tRNA[c]__with_aa": 0.8734101950505481, "alaU-tRNA[c]__with_aa": 0.8734101950505481, "alaV-tRNA[c]__with_aa": 0.8734101950505481, "alaW-tRNA[c]__with_aa": 0.483316752468092, "alaX-tRNA[c]__with_aa": 0.483316752468092}
"ALAS-CPLX[c]"	5	14	8.888367984031302e-07	4424.584559276947	1215.5379341880016	{"alaT-tRNA[c]": 708.5822023713806, "alaU-tRNA[c]": 708.5822023713806, "alaV-tRNA[c]": 708.5822023713806, "alaW-tRNA[c]": 117.80536574777746, "alaX-tRNA[c]": 117.80536574777746}	{"alaT-tRNA[c]__basal": 0.5446533469485141, "alaU-tRNA[c]__basal": 0.5446533469485141, "alaV-tRNA[c]__basal": 0.5446533469485141, "alaW-tRNA[c]__basal": 0.49955131961472055, "alaX-tRNA[c]__basal": 0.49955131961472055, "alaT-tRNA[c]__with_aa": 0.5167270623363408, "alaU-tRNA[c]__with_aa": 0.5167270623363408, "alaV-tRNA[c]__with_aa": 0.5167270623363408, "alaW-tRNA[c]__with_aa": 0.49081030558077365, "alaX-tRNA[c]__with_aa": 0.49081030558077365}	{"alaT-tRNA[c]__basal": 0.8476847176542286, "alaU-tRNA[c]__basal": 0.8476847176542286, "alaV-tRNA[c]__basal": 0.8476847176542286, "alaW-tRNA[c]__basal": 0.777510310058061, "alaX-tRNA[c]__basal": 0.777510310058061, "alaT-tRNA[c]__with_aa": 0.84080410015951, "alaU-tRNA[c]__with_aa": 0.84080410015951, "alaV-tRNA[c]__with_aa": 0.84080410015951, "alaW-tRNA[c]__with_aa": 0.7986041886401446, "alaX-tRNA[c]__with_aa": 0.7986041886401446}
"ALAS-CPLX[c]"	5	15	3.7694606034341765e-07	1505.4501978782541	1136.7831104061415	{"alaT-tRNA[c]": 243.79370044437366, "alaU-tRNA[c]": 243.79370044437366, "alaV-tRNA[c]": 243.79370044437366, "alaW-tRNA[c]": 36.879706094816775, "alaX-tRNA[c]": 36.879706094816775}	{"alaT-tRNA[c]__basal": 0.5568592851531864, "alaU-tRNA[c]__basal": 0.5568592851531864, "alaV-tRNA[c]__basal": 0.5568592851531864, "alaW-tRNA[c]__basal": 0.46473653082015726, "alaX-tRNA[c]__basal": 0.46473653082015726, "alaT-tRNA[c]__with_aa": 0.539022030826903, "alaU-tRNA[c]__with_aa": 0.539022030826903, "alaV-tRNA[c]__with_aa": 0.539022030826903, "alaW-tRNA[c]__with_aa": 0.46586859308069106, "alaX-tRNA[c]__with_aa": 0.46586859308069106}	{"alaT-tRNA[c]__basal": 0.8897330517125068, "alaU-tRNA[c]__basal": 0.8897330517125068, "alaV-tRNA[c]__basal": 0.8897330517125068, "alaW-tRNA[c]__basal": 0.7425595870671331, "alaX-tRNA[c]__basal": 0.7425595870671331, "alaT-tRNA[c]__with_aa": 0.9089461640405705, "alaU-tRNA[c]__with_aa": 0.9089461640405705, "alaV-tRNA[c]__with_aa": 0.9089461640405705, "alaW-tRNA[c]__with_aa": 0.7855280020536228, "alaX-tRNA[c]__with_aa": 0.7855280020536228}
"ALAS-CPLX[c]"	5	16	6.73603866150741e-08	337.96673431349217	1415.1348855147864	{"alaT-tRNA[c]": 17.21405125750013, "alaU-tRNA[c]": 17.21405125750013, "alaV-tRNA[c]": 17.21405125750013, "alaW-tRNA[c]": 3.250006152598052, "alaX-tRNA[c]": 3.250006152598052}	{"alaT-tRNA[c]__basal": 0.27607294890270523, "alaU-tRNA[c]__basal": 0.27607294890270523, "alaV-tRNA[c]__basal": 0.27607294890270523, "alaW-tRNA[c]__basal": 0.28754598461081354, "alaX-tRNA[c]__basal": 0.28754598461081354, "alaT-tRNA[c]__with_aa": 0.27270714385215133, "alaU-tRNA[c]__with_aa": 0.27270714385215133, "alaV-tRNA[c]__with_aa": 0.27270714385215133, "alaW-tRNA[c]__with_aa": 0.2941534694550857, "alaX-tRNA[c]__with_aa": 0.2941534694550857}	{"alaT-tRNA[c]__basal": 0.5809667862206884, "alaU-tRNA[c]__basal": 0.5809667862206884, "alaV-tRNA[c]__basal": 0.5809667862206884, "alaW-tRNA[c]__basal": 0.6051255922875338, "alaX-tRNA[c]__basal": 0.6051255922875338, "alaT-tRNA[c]__with_aa": 0.6896196489249783, "alaU-tRNA[c]__with_aa": 0.6896196489249783, "alaV-tRNA[c]__with_aa": 0.6896196489249783, "alaW-tRNA[c]__with_aa": 0.7438563828995588, "alaX-tRNA[c]__with_aa": 0.7438563828995588}
"ALAS-CPLX[c]"	5	17	1.1259462984120448e-06	4979.107760746031	1121.3236023918887	{"alaT-tRNA[c]": 895.799337650079, "alaU-tRNA[c]": 895.799337650079, "alaV-tRNA[c]": 895.799337650079, "alaW-tRNA[c]": 137.5044742386977, "alaX-tRNA[c]": 137.5044742386977}	{"alaT-tRNA[c]__basal": 0.585063015458648, "alaU-tRNA[c]__basal": 0.585063015458648, "alaV-tRNA[c]__basal": 0.585063015458648, "alaW-tRNA[c]__basal": 0.4954468903434325, "alaX-tRNA[c]__basal": 0.4954468903434325, "alaT-tRNA[c]__with_aa": 0.562496741981777, "alaU-tRNA[c]__with_aa": 0.562496741981777, "alaV-tRNA[c]__with_aa": 0.562496741981777, "alaW-tRNA[c]__with_aa": 0.49327851802530415, "alaX-tRNA[c]__with_aa": 0.49327851802530415}	{"alaT-tRNA[c]__basal": 0.9088490167709277, "alaU-tRNA[c]__basal": 0.9088490167709277, "alaV-tRNA[c]__basal": 0.9088490167709277, "alaW-tRNA[c]__basal": 0.769629653999868, "alaX-tRNA[c]__basal": 0.769629653999868, "alaT-tRNA[c]__with_aa": 0.9130699936362167, "alaU-tRNA[c]__with_aa": 0.9130699936362167, "alaV-tRNA[c]__with_aa": 0.9130699936362167, "alaW-tRNA[c]__with_aa": 0.8007598854974016, "alaX-tRNA[c]__with_aa": 0.8007598854974016}
"ALAS-CPLX[c]"	5	18	2.077338648007502e-07	833.0518575661617	1636.0348506171838	{"alaT-tRNA[c]": 97.70861479540395, "alaU-tRNA[c]": 97.70861479540395, "alaV-tRNA[c]": 97.70861479540395, "alaW-tRNA[c]": 8.348870148225663, "alaX-tRNA[c]": 8.348870148225663}	{"alaT-tRNA[c]__basal": 0.5394563078853871, "alaU-tRNA[c]__basal": 0.5394563078853871, "alaV-tRNA[c]__basal": 0.5394563078853871, "alaW-tRNA[c]__basal": 0.2542863878074879, "alaX-tRNA[c]__basal": 0.2542863878074879, "alaT-tRNA[c]__with_aa": 0.4936702298751883, "alaU-tRNA[c]__with_aa": 0.4936702298751883, "alaV-tRNA[c]__with_aa": 0.4936702298751883, "alaW-tRNA[c]__with_aa": 0.2409948309830435, "alaX-tRNA[c]__with_aa": 0.2409948309830435}	{"alaT-tRNA[c]__basal": 0.9135965649061287, "alaU-tRNA[c]__basal": 0.9135965649061287, "alaV-tRNA[c]__basal": 0.9135965649061287, "alaW-tRNA[c]__basal": 0.43067591866098687, "alaX-tRNA[c]__basal": 0.43067591866098687, "alaT-tRNA[c]__with_aa": 0.8944644148795786, "alaU-tRNA[c]__with_aa": 0.8944644148795786, "alaV-tRNA[c]__with_aa": 0.8944644148795786, "alaW-tRNA[c]__with_aa": 0.43666495643801717, "alaX-tRNA[c]__with_aa": 0.43666495643801717}
"ALAS-CPLX[c]"	5	20	1.0386006120887413e-07	221.33243693267326	1043.6075021193813	{"alaT-tRNA[c]": 3.8348777187451972, "alaU-tRNA[c]": 3.8348777187451972, "alaV-tRNA[c]": 3.8348777187451972, "alaW-tRNA[c]": 1.2151791272443342, "alaX-tRNA[c]": 1.2151791272443342}	{"alaT-tRNA[c]__basal": 0.094535022263792, "alaU-tRNA[c]__basal": 0.094535022263792, "alaV-tRNA[c]__basal": 0.094535022263792, "alaW-tRNA[c]__basal": 0.16526144601950804, "alaX-tRNA[c]__basal": 0.16526144601950804, "alaT-tRNA[c]__with_aa": 0.10785876676717175, "alaU-tRNA[c]__with_aa": 0.10785876676717175, "alaV-tRNA[c]__with_aa": 0.10785876676717175, "alaW-tRNA[c]__with_aa": 0.1952707185969692, "alaX-tRNA[c]__with_aa": 0.1952707185969692}	{"alaT-tRNA[c]__basal": 0.24827252228854316, "alaU-tRNA[c]__basal": 0.24827252228854316, "alaV-tRNA[c]__basal": 0.24827252228854316, "alaW-tRNA[c]__basal": 0.43401489001452387, "alaX-tRNA[c]__basal": 0.43401489001452387, "alaT-tRNA[c]__with_aa": 0.4962502557834156, "alaU-tRNA[c]__with_aa": 0.4962502557834156, "alaV-tRNA[c]__with_aa": 0.4962502557834156, "alaW-tRNA[c]__with_aa": 0.8984155002724631, "alaX-tRNA[c]__with_aa": 0.8984155002724631}
"ALAS-CPLX[c]"	5	21	1.4954444365333636e-07	986.506005995622	1856.1486760804721	{"alaT-tRNA[c]": 66.49208513442564, "alaU-tRNA[c]": 66.49208513442564, "alaV-tRNA[c]": 66.49208513442564, "alaW-tRNA[c]": 19.330166447630596, "alaX-tRNA[c]": 19.330166447630596}	{"alaT-tRNA[c]__basal": 0.32976440234616594, "alaU-tRNA[c]__basal": 0.32976440234616594, "alaV-tRNA[c]__basal": 0.32976440234616594, "alaW-tRNA[c]__basal": 0.5288741761309458, "alaX-tRNA[c]__basal": 0.5288741761309458, "alaT-tRNA[c]__with_aa": 0.2936614717463653, "alaU-tRNA[c]__with_aa": 0.2936614717463653, "alaV-tRNA[c]__with_aa": 0.2936614717463653, "alaW-tRNA[c]__with_aa": 0.48774645185223336, "alaX-tRNA[c]__with_aa": 0.48774645185223336}	{"alaT-tRNA[c]__basal": 0.5527603968210654, "alaU-tRNA[c]__basal": 0.5527603968210654, "alaV-tRNA[c]__basal": 0.5527603968210654, "alaW-tRNA[c]__basal": 0.8865171256071543, "alaX-tRNA[c]__basal": 0.8865171256071543, "alaT-tRNA[c]__with_aa": 0.5233829048455113, "alaU-tRNA[c]__with_aa": 0.5233829048455113, "alaV-tRNA[c]__with_aa": 0.5233829048455113, "alaW-tRNA[c]__with_aa": 0.8693059025738299, "alaX-tRNA[c]__with_aa": 0.8693059025738299}
"ALAS-CPLX[c]"	5	22	5.866694583409183e-07	6217.254062374531	1695.8305195012992	{"alaT-tRNA[c]": 436.62215841939263, "alaU-tRNA[c]": 436.62215841939263, "alaV-tRNA[c]": 436.62215841939263, "alaW-tRNA[c]": 103.53753979269827, "alaX-tRNA[c]": 103.53753979269827}	{"alaT-tRNA[c]__basal": 0.28705695008316406, "alaU-tRNA[c]__basal": 0.28705695008316406, "alaV-tRNA[c]__basal": 0.28705695008316406, "alaW-tRNA[c]__basal": 0.37554838491055953, "alaX-tRNA[c]__basal": 0.37554838491055953, "alaT-tRNA[c]__with_aa": 0.2567956090998021, "alaU-tRNA[c]__with_aa": 0.2567956090998021, "alaV-tRNA[c]__with_aa": 0.2567956090998021, "alaW-tRNA[c]__with_aa": 0.3479104524421058, "alaX-tRNA[c]__with_aa": 0.3479104524421058}	{"alaT-tRNA[c]__basal": 0.44596121233312935, "alaU-tRNA[c]__basal": 0.44596121233312935, "alaV-tRNA[c]__basal": 0.44596121233312935, "alaW-tRNA[c]__basal": 0.5834098155515998, "alaX-tRNA[c]__basal": 0.5834098155515998, "alaT-tRNA[c]__with_aa": 0.4164612932860686, "alaU-tRNA[c]__with_aa": 0.4164612932860686, "alaV-tRNA[c]__with_aa": 0.4164612932860686, "alaW-tRNA[c]__with_aa": 0.5642349067365439, "alaX-tRNA[c]__with_aa": 0.5642349067365439}
